,operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
100,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|,"-34.6869848125,-58.7840274588",78000,USD,1182667.2,78000,400,166,195,469.8795181,,,,http://merlo-bs-as-g-b-a-zona-oeste.properati.com.ar/xi1l_venta_casa_merlo_patio_garage
101,sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.5018,-58.5205",120000,USD,1819488,120000,0,56,,2142.857143,,4,,http://martinez.properati.com.ar/wu2g_venta_ph_martinez
102,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5732902979,-58.4314790193",235000,USD,3563164,235000,112,84,2098.214286,2797.619048,,3,3600,http://palermo.properati.com.ar/zujc_venta_departamentos_palermo_balcon_lavadero_parrilla_toilette_luminoso_vista_lujoso_aire-acondicionado_doble-circulacion_soldati-propiedades
103,sell,house,|Argentina|Capital Federal|Flores|,"-34.620263,-58.464791",595000,USD,9021628,595000,,20,,29750,,7,,http://flores.properati.com.ar/115yc_venta_casa_flores_garage_re-max-urbana
104,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Barrancas de San Jose|,"-34.4487326902,-58.6395478249",350000,USD,5306840,350000,236,236,1483.050847,1483.050847,,4,,http://barrancas-de-san-jose.properati.com.ar/10kpl_venta_casa_barrancas-de-san-jose_lavadero_parrilla_piscina_toilette_vestidor_dependencias_garage_aire-acondicionado_mosquera-gallastegui
105,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5991823,-58.424788",84000,USD,1273641.6,84000,41,40,2048.780488,2100,5,2,1500,http://palermo.properati.com.ar/11jp1_venta_departamentos_palermo_balcon_lavadero_luminoso_impecable_placard_eduardo-bertolotti-propiedades
106,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Vicente López|,"-34.528984,-58.472388",435000,USD,6595644,435000,,206,,2111.650485,,5,,http://vicente-lopez.properati.com.ar/12deq_venta_casa_vicente-lopez_suite_lavadero_parrilla_patio_terraza_vestidor_luminoso_lujoso_dependencias_garage_re-max-ayres-ii
107,sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudadela|,"-34.6231053013,-58.5508579016",125000,USD,1895300,125000,268,250,466.4179104,500,,,,http://ciudadela.properati.com.ar/ukrc_venta_local_ciudadela
108,sell,PH,|Argentina|Capital Federal|Palermo|,,350000,USD,5306840,350000,,130,,2692.307692,,4,,http://palermo.properati.com.ar/yck5_venta_ph_capital-federal_lavadero_parrilla_patio_terraza_luminoso_re-max-visi-oacute-n
109,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.363709,-58.765599",260000,USD,3942224,260000,,202,,1287.128713,,4,,http://escobar.properati.com.ar/12i21_venta_casa_escobar_suite_jardin_lavadero_parrilla_vestidor_re-max-lagos
110,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5033664,-58.4814507",205000,USD,3108292,205000,70,60,2928.571429,3416.666667,1,,,http://olivos.properati.com.ar/11eyt_venta_departamentos_olivos_avenida-del-libertador_2900_suite_gimnasio_lavadero_parrilla_piscina_sum_toilette_luminoso_garage_amenities_placard_durban-keiller
111,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,390000,USD,5913336,390000,902,286,432.3725055,1363.636364,,,,http://benavidez.properati.com.ar/x8zj_venta_casa_benavidez_0
112,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,315000,USD,4776156,315000,840,193,375,1632.124352,,,,http://benavidez.properati.com.ar/11l0h_venta_casa_benavidez_0_suite_lavadero_parrilla_toilette_vestidor_dependencias_garage_gaitan-alejandra-gaitan-b-csi-5938
113,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,109000,USD,1652701.6,109000,,47,,2319.148936,,2,,http://ramos-mejia.properati.com.ar/s754_venta_departamentos_la-matanza
114,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.920986,-57.969747",,,,,,,,,,3,,http://la-plata.properati.com.ar/11t87_venta_departamentos_la-plata_balcon_lavadero_garage_placard_re-max-roble
115,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.589499,-58.413094",75000,USD,1137180,75000,,25,,3000,9,2,,http://palermo.properati.com.ar/10i71_venta_departamentos_palermo_balcon_terraza_luminoso_placard_re-max-vanguard
116,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.39464,-58.760462",500000,USD,7581200,500000,,600,,833.3333333,,6,,http://escobar.properati.com.ar/uj8k_venta_casa_escobar
117,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5672472307,-58.4541961142",,,,,39,34,,,5,,,http://belgrano.properati.com.ar/112wy_venta_departamentos_belgrano_luminoso_oppel-inmuebles
118,sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.6446829509,-58.3733254578",120000,USD,1819488,120000,51,45,2352.941176,2666.666667,,,,http://barracas.properati.com.ar/zld7_venta_departamentos_barracas_montes-de-oca-manuel-av-_1500_gimnasio_lavadero_piscina_vestidor_luminoso_amenities_bezruk-carlos
119,sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.5511049,-58.5506678",115000,USD,1743676,115000,156,60,737.1794872,1916.666667,,3,,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/112ec_venta_ph_general-san-martin_lavadero_parrilla_patio_quincho_viviana-villalobos-negocios-inmobiliarios
120,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,220000,USD,3335728,220000,75,65,2933.333333,3384.615385,3,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/svle_venta_departamentos_tigre_0
121,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.498757,-58.504109",390000,USD,5913336,390000,,221,,1764.705882,,4,,http://martinez.properati.com.ar/sgnn_venta_casa_san-isidro
122,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5104456,-58.4883049",95000,USD,1440428,95000,0,38,,2500,3,,,http://olivos.properati.com.ar/wlkg_venta_departamentos_olivos_ricardo-gutierrez_1300
123,sell,apartment,|Argentina|Capital Federal|Abasto|,,,,,,,3,,,,,,http://abasto.properati.com.ar/vbf0_venta_departamentos_abasto
124,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|San Miguel|,"-34.543982,-58.718555",115000,USD,1743676,115000,,20,,5750,,3,,http://san-miguel-san-miguel.properati.com.ar/11wwo_venta_casa_san-miguel_garage_re-max-life
125,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6090209,-58.5625749",60000,USD,909744,60000,35,,1714.285714,,2,,,http://caseros.properati.com.ar/urtl_venta_departamentos_caseros
126,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,"-34.5360665737,-58.5739810349",160000,USD,2425984,160000,0,185,,864.8648649,,4,,http://villa-ballester.properati.com.ar/11xfp_venta_casa_villa-ballester_lavadero_patio_garage_placard_doble-circulacion_alvarez-propiedades_cs7
127,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.600256,-58.436421",89500,USD,1357034.8,89500,,36,,2486.111111,7,1,,http://villa-crespo.properati.com.ar/11st0_venta_departamentos_villa-crespo_balcon_lavadero_parrilla_sum_luminoso_garage_amenities_placard_aire-acondicionado_estrenar_re-max-premium
128,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Moreno|,,120000,USD,1819488,120000,,,,,,,,http://moreno.properati.com.ar/x6dc_venta_casa_moreno
129,sell,apartment,|Argentina|Capital Federal|Villa Devoto|,"-34.6083503,-58.5088361",,,,,,,,,,,,http://villa-devoto.properati.com.ar/wm2u_venta_departamentos_villa-devoto
130,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6797528,-58.5521171",80000,USD,1212992,80000,45,45,1777.777778,1777.777778,,2,,http://san-justo-la-matanza.properati.com.ar/w1i6_venta_departamentos_san-justo
131,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5460207,-58.7211703",200000,USD,3032480,200000,378,,529.1005291,,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/1071i_venta_casa_san-miguel_balcon_lavadero_piscina_terraza_toilette_garage_placard_sandrafebbraio-negocios-inmobiliarios
132,sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5475074,-58.4842066",180000,USD,2729232,180000,77,61,2337.662338,2950.819672,,3,,http://saavedra.properati.com.ar/yiw9_venta_departamentos_saavedra_balcon_baulera_suite_jardin_parrilla_piscina_terraza_toilette_luminoso_garage_losa-radiante_fernandez-inmobiliaria
133,sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.615974,-58.438168",,,,,375,,,,,,,http://monserrat.properati.com.ar/hfj6_venta_departamento_balcarce
134,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.656711555,-58.6213565927",61000,USD,924906.4,61000,39,39,1564.102564,1564.102564,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/pm00_venta_departamentos_moron
135,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|,"-34.7447795,-58.4140705",90000,USD,1364616,90000,0,0,,,,3,,http://lomas-de-zamora-bs-as-g-b-a-zona-sur.properati.com.ar/x31b_venta_casa_lomas-de-zamora
136,sell,house,"|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Barrio Privado ""Ayres de Pilar""|","-34.434222,-58.800266",1200000,USD,18194880,1200000,,590,,2033.898305,,5,,http://barrio-privado-ayres-de-pilar.properati.com.ar/yvm2_venta_casa_barrio-privado-ayres-de-pilar-_suite_hidromasaje_toilette_dependencias_re-max-total-i
137,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.6057005,-58.3779666",68000,USD,1031043.2,68000,30,30,2266.666667,2266.666667,,1,750,http://barrio-norte.properati.com.ar/os10_venta_departamentos_barrio-norte
138,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6440074,-58.5507822",60000,USD,909744,60000,50,48,1200,1250,,,,http://ramos-mejia.properati.com.ar/12kzf_venta_ph_ramos-mejia_lavadero_saad-centurion-propiedades_di6
139,sell,apartment,|Argentina|Capital Federal|Centro / Microcentro|,"-34.605719,-58.379069",129500,USD,1963530.8,129500,,65,,1992.307692,17,3,,http://centro-microcentro.properati.com.ar/10tua_venta_departamentos_balvanera_luminoso_re-max-city
140,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4441799,-58.5511208",90500,USD,1372197.2,90500,52,42,1740.384615,2154.761905,2,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/y187_venta_departamentos_san-fernando_arenales_1100_balcon_baulera_lavadero_parrilla_terraza_garage_placard_aire-acondicionado_estrenar_bezruk-carlos
141,sell,store,|Argentina|Capital Federal|Boedo|,"-34.625563,-58.41862",1600000,USD,24259840,1600000,,20,,80000,,,,http://boedo.properati.com.ar/11av3_venta_local_boedo_garage_re-max-central
142,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.3920174136,-58.6451473153",185000,USD,2805044,185000,102,44,1813.72549,4204.545455,,,,http://nordelta.properati.com.ar/t44y_venta_departamentos_islas-del-canal
143,sell,apartment,|Argentina|Capital Federal|Parque Chacabuco|,"-34.636554,-58.443875",130000,USD,1971112,130000,,58,,2241.37931,,2,,http://parque-chacabuco.properati.com.ar/11lzp_venta_departamentos_parque-chacabuco_balcon_suite_parrilla_piscina_sum_terraza_luminoso_amenities_re-max-acci-oacute-n
144,sell,apartment,|Argentina|Capital Federal|Once|,"-34.6003526552,-58.4042552045",188000,USD,2850531.2,188000,90,83,2088.888889,2265.060241,,4,2500,http://once.properati.com.ar/y148_venta_departamentos_once_balcon_luminoso_dependencias_cortese-propiedades_bj2
145,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,"-34.4602555,-58.5279822",155000,USD,2350172,155000,91,0,1703.296703,,1,,,http://beccar.properati.com.ar/rqm9_venta_departamentos_beccar_centenario-av-_2000
146,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,"-34.8950415,-57.9464094",,,,,,,,,,,,http://la-plata-bs-as-g-b-a-zona-sur.properati.com.ar/10zzb_venta_casa_la-plata_lavadero_parrilla_patio_garage_placard_jauregui-lorda-propiedades
147,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6074624,-58.4484508",95000,USD,1440428,95000,44,40,2159.090909,2375,,2,700,http://villa-crespo.properati.com.ar/ymhf_venta_departamentos_villa-crespo_parrilla_placard_aire-acondicionado_goldstein-propiedades-srl_9yp
148,sell,house,|Argentina|Capital Federal|Monte Castro|,"-34.6232528,-58.5028866",240000,USD,3638976,240000,158,140,1518.987342,1714.285714,,6,,http://monte-castro.properati.com.ar/12l3a_venta_casa_monte-castro_lavadero_parrilla_patio_terraza_dependencias_antorcha-propiedades_dia
149,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.615458,-58.5573557",90000,USD,1364616,90000,135,110,666.6666667,818.1818182,,6,,http://caseros.properati.com.ar/urww_venta_departamentos_caseros
150,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6480468,-58.5950995",,,,,500,310,,,,,,http://haedo.properati.com.ar/edm0_venta_casa_haedo
151,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,79000,USD,1197829.6,79000,,43,,1837.209302,,2,,http://ramos-mejia.properati.com.ar/11h7t_venta_departamentos_ramos-mejia_garage_placard_marta-gonzalez-norte
152,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5223661,-58.4847445",280000,USD,4245472,280000,120,115,2333.333333,2434.782609,,4,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/10uzm_venta_departamentos_vicente-lopez_balcon_toilette_luminoso_vista_garage_placard_carlos-castano-propiedades
153,sell,store,|Argentina|Capital Federal|Palermo|,"-34.5946187637,-58.4386616884",1100000,USD,16678640,1100000,166,166,6626.506024,6626.506024,,,,http://palermo.properati.com.ar/w1r9_venta_local_palermo
154,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.590989,-58.446377",180000,USD,2729232,180000,,58,,3103.448276,22,3,,http://chacarita.properati.com.ar/11a9g_venta_departamentos_villa-crespo_balcon_baulera_lavadero_piscina_sum_toilette_luminoso_lujoso_garage_amenities_placard_re-max-bur-oacute
155,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5784951,-58.4375603",120000,USD,1819488,120000,0,37,,3243.243243,,1,1900,http://palermo.properati.com.ar/vla3_venta_departamentos_palermo
156,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.4981976,-58.4939039",430000,USD,6519832,430000,537,300,800.744879,1433.333333,,,,http://la-lucila.properati.com.ar/xw0k_venta_casa_la-lucila_alferez-hipolito-bouchard_1000_suite_jardin_lavadero_parrilla_piscina_dependencias_garage
157,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|,"-34.7104445,-58.5968407",,,,,380,320,,,,5,,http://bs-as-g-b-a-zona-oeste.properati.com.ar/v3vc_venta_casa_bs-as-g-b-a-zona-oeste
158,sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6177932059,-58.4168386459",65000,USD,985556,65000,,51,,1274.509804,,,,http://almagro.properati.com.ar/g6nb_venta_departamento_almagro
159,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Lomas del Mirador|,"-34.6775894,-58.5616913",1000000,ARS,997224.37,65769.56,,,,,,,,http://lomas-del-mirador.properati.com.ar/etuy_venta_departamento_lomas-del-mirador
160,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6468934,-58.5744033",170000,USD,2577608,170000,120,94,1416.666667,1808.510638,,,,http://ramos-mejia.properati.com.ar/fvmz_venta_otro_ramos-mejia
161,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6132205,-58.4412194",,,,,80,76,,,,3,,http://caballito.properati.com.ar/111gq_venta_departamentos_caballito_balcon_migliorisi-propiedades_cy0
162,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Esteban Echeverría|Monte Grande|,"-34.8482211,-58.5287204",295000,USD,4472908,295000,270,270,1092.592593,1092.592593,,6,,http://monte-grande.properati.com.ar/zn4y_venta_casa_monte-grande_baulera_suite_hidromasaje_jardin_lavadero_parrilla_patio_piscina_vestidor_luminoso_garage_placard_aire-acondicionado_gazda-propiedades_cq0
163,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,,135000,USD,2046924,135000,0,60,,2250,,,,http://victoria.properati.com.ar/xhrk_venta_casa_victoria_patio
164,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.577168,-58.538654",,,,,,,,,,2,,http://tres-de-febrero.properati.com.ar/ph6n_venta_departamentos_tres-de-febrero
165,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Villa Rosa|,,260000,USD,3942224,260000,780,240,333.3333333,1083.333333,,,,http://villa-rosa.properati.com.ar/n4u7_venta_casa_villa-rosa_0
166,sell,apartment,|Argentina|Capital Federal|Floresta|,,430000,USD,6519832,430000,,355,,1211.267606,,,,http://floresta.properati.com.ar/uj3d_venta_departamentos_floresta
167,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio Residencial Pacheco 1|,"-34.410025,-58.630888",5670000,ARS,5654263.04,372913.46,,195,,29076.92308,,3,,http://barrio-residencial-pacheco-1-nordelta.properati.com.ar/w6hw_venta_departamentos_nordelta
168,sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5761761859,-58.5582632884",80000,USD,1212992,80000,,,,,,,,http://san-martin.properati.com.ar/i00q_venta_ph_san-martin
169,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.599567,-58.43643",138000,USD,2092411.2,138000,,64,,2156.25,,3,,http://palermo.properati.com.ar/y4iq_venta_departamentos_capital-federal_araoz_400_patio_terraza_luminoso_placard_re-max-d-bosion
170,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Moreno|,,149999,USD,2274344.83,149999,,,,,,,,http://moreno.properati.com.ar/10ex1_venta_casa_moreno_lavadero_parrilla_patio_piscina_terraza_luminoso_garage_mosca-propiedades_bp3
171,sell,apartment,|Argentina|Capital Federal|Floresta|,"-34.6124969696,-58.4698801692",149000,USD,2259197.6,149000,,109,,1366.972477,,3,,http://floresta.properati.com.ar/116er_venta_departamentos_capital-federal_justo-juan-b-av-_5100_balcon_baulera_luminoso_re-max-central
172,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5814008,-58.4338296",170000,USD,2577608,170000,72,49,2361.111111,3469.387755,,2,,http://palermo.properati.com.ar/12td5_venta_departamentos_palermo_balcon_patio_aire-acondicionado_estrenar_subte-linea-d_tovado-propiedades_dk1
173,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.4540688,-58.5398866",105000,USD,1592052,105000,45,40,2333.333333,2625,2,,,http://victoria.properati.com.ar/svsd_venta_departamentos_victoria_constitucion_3200
174,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5437133,-58.731634",,,,,,,,,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/109f1_venta_departamentos_san-miguel_garage_n-ledesma-propiedades
175,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,140000,USD,2122736,140000,,115,,1217.391304,,3,,http://ramos-mejia.properati.com.ar/wgea_venta_casa_ramos-mejia
176,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.42308426,-58.65916824",900000,USD,13646160,900000,,,,,,,,http://nordelta.properati.com.ar/winw_venta_casa_nordelta
177,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,100000,USD,1516240,100000,,50,,2000,,2,,http://ramos-mejia.properati.com.ar/xu63_venta_departamentos_ramos-mejia_balcon_terraza_garage
178,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.4885076,-58.5697705",269000,USD,4078685.6,269000,208,183,1293.269231,1469.945355,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/11tc1_venta_casa_bs-as-g-b-a-zona-norte_antartida-argentina_1500_lavadero_parrilla_piscina_toilette_luminoso_ricardo-tiscornia-asoc
179,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4825743434,-58.5880050364",330658,USD,5013568.85,330658,96,80,3444.354167,4133.225,,3,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/11krw_venta_departamentos_san-isidro_vizora
180,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.3223792931,-58.8665552443",210000,USD,3184104,210000,,,,,,,,http://escobar.properati.com.ar/12u1p_venta_casa_escobar_suite_gimnasio_jardin_lavadero_parrilla_patio_piscina_toilette_dependencias_tenis_dezorzi-propiedades
181,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4250974827,-58.6578632189",250000,USD,3790600,250000,122,75,2049.180328,3333.333333,,3,5000,http://nordelta.properati.com.ar/12t0z_venta_departamentos_nordelta_balcon_baulera_suite_piscina_terraza_vestidor_garage_placard_losa-radiante_mm-nordelta
